"Date","Uncertainty"
2017-10-26,4.3
2017-12-14,4.3
2018-01-25,3.3
2018-03-08,3.3
2018-04-26,11.8
2018-06-14,11.8
2018-07-26,4.9
2018-09-13,4.9
2018-10-25,10
2018-12-13,10
2019-01-24,7.6
2019-03-07,7.6
2019-04-10,3.4
2019-06-06,3.4
2019-07-25,5.5
2019-09-12,5.5
2019-10-24,4.1
2019-12-12,4.1
2020-01-23,7.4
2020-03-12,7.4
2020-04-30,8.7
2020-06-04,8.7
2020-07-16,6.8
2020-09-10,6.8
2020-10-29,877.6
2020-12-10,877.6
2021-01-21,604.4
2021-03-11,604.4
2021-04-22,539.7
2021-06-10,539.7
2021-07-22,154.1
2021-09-09,154.1
2021-10-28,226.5
2021-12-16,226.5
2022-02-03,114.7
2022-03-10,114.7
2022-04-14,164
2022-07-01,160.7
2022-07-27,160.7
2022-09-14,160.7
2022-11-23,56.6
2022-12-21,56.6
2023-02-08,62.5
2023-03-22,62.5
2023-05-10,94.1
2023-06-21,94.1
2023-08-02,32.7
2023-09-20,32.7
2023-10-26,26.1
2023-12-14,26.1
2024-01-25,15.2
2024-03-07,15.2
2024-03-13,15.2
2024-04-11,31.8
2024-06-12,31.8
2024-07-18,18.6
