"Date","sentence_id","word_count","word_modifier","order_modifier","category_modifier","word_keyword","order_keyword","category_keyword","topic_keyword","distance","has_keyword","negator_in_front","score"
"1994/11/15",3,22,"high",16,"High modifier","economic_activity",14,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"1994/11/15",3,22,"rising",18,"High modifier","economic_activity",14,"Hawkish Keyword","Growth",4,TRUE,FALSE,1
"1995/02/01",1,17,"increase",7,"High modifier","federal_reserve",2,"Hawkish Keyword","Global",5,TRUE,FALSE,1
"1995/02/01",2,23,"increase",13,"High modifier","interest_rates",19,"Hawkish Keyword","Policy",6,TRUE,FALSE,1
"1995/02/01",3,23,"risen",22,"High modifier","economic_activity",9,"Hawkish Keyword","Growth",13,TRUE,FALSE,1
"1995/02/01",3,23,"further",23,"High modifier","economic_activity",9,"Hawkish Keyword","Growth",14,TRUE,FALSE,1
"1995/07/06",2,21,"tightening",7,"High modifier","inflationary_pressures",11,"Hawkish Keyword","Prices",4,TRUE,FALSE,1
"1995/07/06",2,21,"accommodate",16,"Positive modifier","inflationary_pressures",11,"Hawkish Keyword","Prices",5,TRUE,FALSE,-1
"1995/07/06",2,21,"accommodate",16,"Positive modifier","monetary_conditions",21,"Hawkish Keyword","Policy",5,TRUE,FALSE,-1
"1995/07/06",2,21,"accommodate",16,"Low modifier","inflationary_pressures",11,"Hawkish Keyword","Prices",5,TRUE,FALSE,-1
"1995/07/06",2,21,"accommodate",16,"Low modifier","monetary_conditions",21,"Hawkish Keyword","Policy",5,TRUE,FALSE,-1
"1995/07/06",2,21,"modest",18,"Low modifier","monetary_conditions",21,"Hawkish Keyword","Policy",3,TRUE,FALSE,-1
"1995/12/19",2,32,"easing",4,"Positive modifier","monetary_policy",6,"Hawkish Keyword","Policy",2,TRUE,FALSE,-1
"1995/12/19",2,32,"more",13,"High modifier","inflation",9,"Hawkish Keyword","Prices",4,TRUE,FALSE,1
"1995/12/19",2,32,"favorable",14,"Positive modifier","inflation",9,"Hawkish Keyword","Prices",5,TRUE,FALSE,-1
"1995/12/19",2,32,"modest",29,"Low modifier","inflation_expectations",26,"Hawkish Keyword","Prices",3,TRUE,FALSE,-1
"1995/12/19",2,32,"modest",29,"Low modifier","monetary_conditions",32,"Hawkish Keyword","Policy",3,TRUE,FALSE,-1
"1995/12/19",2,32,"easing",30,"Positive modifier","monetary_conditions",32,"Hawkish Keyword","Policy",2,TRUE,FALSE,-1
"1996/01/31",2,23,"reduction",13,"Low modifier","interest_rates",19,"Hawkish Keyword","Policy",6,TRUE,FALSE,-1
"1996/01/31",5,23,"reduction",13,"Low modifier","interest_rates",19,"Hawkish Keyword","Policy",6,TRUE,FALSE,-1
"1997/03/25",1,31,"increasing",15,"High modifier","risk",17,"Dovish Keyword","Other",2,TRUE,FALSE,-1
"1997/03/25",1,31,"inflationary",19,"High modifier","risk",17,"Dovish Keyword","Other",2,TRUE,FALSE,-1
"1997/03/25",1,31,"undermine",28,"Negative modifier","risk",17,"Dovish Keyword","Other",11,TRUE,FALSE,1
"1997/03/25",1,31,"expansion",31,"Positive modifier","risk",17,"Dovish Keyword","Other",14,TRUE,FALSE,-1
"1997/03/25",2,39,"greater",17,"Positive modifier","economic",23,"Hawkish Keyword","Growth",6,TRUE,FALSE,1
"1997/03/25",2,39,"expansion",24,"Positive modifier","economic",23,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"1997/03/25",2,39,"low",29,"Low modifier","inflation",30,"Hawkish Keyword","Prices",1,TRUE,FALSE,-1
"1997/03/25",3,24,"reinforced",9,"Positive modifier","inflation",14,"Hawkish Keyword","Prices",5,TRUE,FALSE,-1
"1997/03/25",3,24,"low",13,"Low modifier","inflation",14,"Hawkish Keyword","Prices",1,TRUE,FALSE,-1
"1998/09/29",1,25,"increasing",16,"High modifier","united_states",14,"Hawkish Keyword","Global",2,TRUE,FALSE,1
"1998/09/29",1,25,"weakness",17,"Negative modifier","united_states",14,"Hawkish Keyword","Global",3,TRUE,FALSE,-1
"1998/09/29",1,25,"less",23,"Low modifier","financial_conditions",25,"Hawkish Keyword","Finance",2,TRUE,FALSE,-1
"1998/09/29",1,25,"accommodative",24,"Low modifier","financial_conditions",25,"Hawkish Keyword","Finance",1,TRUE,FALSE,-1
"1998/09/29",3,22,"lower",6,"Low modifier","financial_markets",1,"Hawkish Keyword","Finance",5,TRUE,FALSE,-1
"1998/09/29",3,22,"low",17,"Low modifier","inflation",16,"Hawkish Keyword","Prices",1,TRUE,FALSE,-1
"1998/11/17",5,14,"down",7,"Low modifier","financial_markets",4,"Hawkish Keyword","Finance",3,TRUE,FALSE,-1
"1998/11/17",6,28,"decline",5,"Low modifier","financial_conditions",13,"Hawkish Keyword","Finance",8,TRUE,FALSE,-1
"1998/11/17",6,28,"expansion",25,"Positive modifier","economic",24,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"1999/05/18",1,55,"concerned",18,"Negative modifier","monetary_policy",14,"Hawkish Keyword","Policy",4,TRUE,FALSE,1
"1999/05/18",1,55,"inflationary",26,"High modifier","monetary_policy",14,"Hawkish Keyword","Policy",12,TRUE,FALSE,1
"1999/05/18",1,55,"undermine",30,"Negative modifier","monetary_policy",14,"Hawkish Keyword","Policy",16,TRUE,FALSE,1
"1999/05/18",1,55,"favorable",32,"Positive modifier","monetary_policy",14,"Hawkish Keyword","Policy",18,TRUE,FALSE,-1
"1999/05/18",2,12,"increases",2,"High modifier","costs",4,"Hawkish Keyword","Prices",2,TRUE,FALSE,1
"1999/05/18",2,12,"subdued",12,"Low modifier","prices",7,"Hawkish Keyword","Prices",5,TRUE,FALSE,-1
"1999/05/18",3,18,"recovered",5,"Positive modifier","financial_markets",3,"Hawkish Keyword","Finance",2,TRUE,FALSE,1
"1999/05/18",3,18,"improved",11,"Positive modifier","economic",8,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"1999/05/18",3,18,"easing",14,"Positive modifier","monetary_policy",16,"Hawkish Keyword","Policy",2,TRUE,FALSE,-1
"1999/05/18",3,18,"fall",18,"Low modifier","monetary_policy",16,"Hawkish Keyword","Policy",2,TRUE,FALSE,-1
"1999/06/30",1,16,"tighten",6,"High modifier","productivity",12,"Hawkish Keyword","Growth",6,TRUE,FALSE,1
"1999/06/30",1,16,"strengthening",11,"High modifier","productivity",12,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"1999/06/30",2,32,"uncertain",4,"Negative modifier","policy_action",32,"Hawkish Keyword","Policy",28,TRUE,FALSE,1
"1999/06/30",3,28,"dynamic",9,"Positive modifier","economic_growth",28,"Hawkish Keyword","Growth",19,TRUE,FALSE,1
"1999/06/30",3,28,"inflationary",23,"High modifier","economic_growth",28,"Hawkish Keyword","Growth",5,TRUE,FALSE,1
"1999/06/30",3,28,"undermine",27,"Negative modifier","economic_growth",28,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"1999/08/24",1,43,"more",4,"High modifier","financial_markets",2,"Hawkish Keyword","Finance",2,TRUE,FALSE,1
"1999/08/24",1,43,"ease",25,"Positive modifier","global_financial",30,"Hawkish Keyword","Finance",5,TRUE,FALSE,1
"1999/08/24",1,43,"fall",34,"Low modifier","global_financial",30,"Hawkish Keyword","Finance",4,TRUE,FALSE,-1
"1999/08/24",1,43,"expansion",43,"Positive modifier","economic",42,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"1999/08/24",2,24,"increase",3,"High modifier","policy_action",12,"Hawkish Keyword","Policy",9,TRUE,FALSE,1
"1999/08/24",2,24,"more",20,"High modifier","policy_action",12,"Hawkish Keyword","Policy",8,TRUE,FALSE,1
"1999/08/24",3,14,"diminish",7,"Low modifier","risk",9,"Dovish Keyword","Other",2,TRUE,FALSE,1
"1999/08/24",3,14,"rising",11,"High modifier","inflation",12,"Hawkish Keyword","Prices",1,TRUE,FALSE,1
"1999/10/05",2,24,"strengthening",1,"High modifier","productivity",2,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"1999/10/05",2,24,"favorable",7,"Positive modifier","growth",3,"Hawkish Keyword","Growth",4,TRUE,FALSE,1
"1999/10/05",2,24,"favorable",7,"Positive modifier","costs",11,"Hawkish Keyword","Prices",4,TRUE,FALSE,-1
"1999/10/05",3,25,"decreasing",17,"Low modifier","demand",5,"Hawkish Keyword","Growth",12,TRUE,FALSE,-1
"1999/10/05",4,47,"increase",25,"High modifier","costs",23,"Hawkish Keyword","Prices",2,TRUE,FALSE,1
"1999/10/05",4,47,"undermine",41,"Negative modifier","inflation",38,"Hawkish Keyword","Prices",3,TRUE,FALSE,1
"1999/11/16",4,31,"slowing",6,"Low modifier","productivity",18,"Hawkish Keyword","Growth",12,TRUE,FALSE,-1
"1999/11/16",4,31,"accelerating",17,"High modifier","productivity",18,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"1999/11/16",4,31,"expansion",20,"Positive modifier","productivity",18,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"1999/11/16",4,31,"expansion",20,"Positive modifier","activity",22,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"1999/11/16",5,39,"down",16,"Low modifier","economic",37,"Hawkish Keyword","Growth",21,TRUE,FALSE,-1
"1999/11/16",5,39,"further",17,"High modifier","economic",37,"Hawkish Keyword","Growth",20,TRUE,FALSE,1
"1999/11/16",5,39,"inflationary",29,"High modifier","economic",37,"Hawkish Keyword","Growth",8,TRUE,FALSE,1
"1999/11/16",5,39,"expansion",38,"Positive modifier","economic",37,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"1999/11/16",6,26,"increase",3,"High modifier","policy_actions",12,"Hawkish Keyword","Policy",9,TRUE,FALSE,1
"1999/11/16",6,26,"more",22,"High modifier","policy_actions",12,"Hawkish Keyword","Policy",10,TRUE,FALSE,1
"1999/11/16",7,16,"diminish",10,"Low modifier","risk",12,"Dovish Keyword","Other",2,TRUE,FALSE,1
"1999/12/21",2,39,"concerned",10,"Negative modifier","demand",19,"Hawkish Keyword","Growth",9,TRUE,FALSE,-1
"1999/12/21",2,39,"increases",17,"High modifier","demand",19,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"1999/12/21",2,39,"exceed",23,"High modifier","growth",25,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"1999/12/21",2,39,"rise",36,"High modifier","productivity",38,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/02/02",3,30,"concerned",4,"Negative modifier","demand",10,"Hawkish Keyword","Growth",6,TRUE,FALSE,-1
"2000/02/02",3,30,"increases",8,"High modifier","demand",10,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/02/02",3,30,"exceed",14,"High modifier","growth",16,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/02/02",3,30,"rise",27,"High modifier","productivity",29,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/02/02",4,15,"inflationary",5,"High modifier","economic",14,"Hawkish Keyword","Growth",9,TRUE,FALSE,1
"2000/02/02",4,15,"undermine",9,"Negative modifier","economic",14,"Hawkish Keyword","Growth",5,TRUE,FALSE,-1
"2000/02/02",4,15,"expansion",15,"Positive modifier","economic",14,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"2000/03/21",4,31,"concerned",4,"Negative modifier","demand",8,"Hawkish Keyword","Growth",4,TRUE,FALSE,-1
"2000/03/21",4,31,"increases",6,"High modifier","demand",8,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/03/21",4,31,"exceed",12,"High modifier","growth",14,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/03/21",4,31,"inflationary",21,"High modifier","growth",14,"Hawkish Keyword","Growth",7,TRUE,FALSE,1
"2000/03/21",4,31,"undermine",25,"Negative modifier","economic",30,"Hawkish Keyword","Growth",5,TRUE,FALSE,-1
"2000/03/21",4,31,"expansion",31,"Positive modifier","economic",30,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"2000/05/16",3,24,"increases",1,"High modifier","demand",3,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/05/16",3,24,"rapid",11,"High modifier","productivity",14,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2000/05/16",4,30,"concerned",4,"Negative modifier","growth",10,"Hawkish Keyword","Growth",6,TRUE,FALSE,-1
"2000/05/16",4,30,"inflationary",21,"High modifier","demand",12,"Hawkish Keyword","Growth",9,TRUE,FALSE,1
"2000/05/16",4,30,"undermine",25,"Negative modifier","demand",12,"Hawkish Keyword","Growth",13,TRUE,FALSE,-1
"2000/06/28",2,27,"expansion",6,"Positive modifier","aggregate_demand",8,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/06/28",2,27,"moderating",11,"Low modifier","aggregate_demand",8,"Hawkish Keyword","Growth",3,TRUE,FALSE,-1
"2000/06/28",3,28,"rising",7,"High modifier","prices",5,"Hawkish Keyword","Prices",2,TRUE,FALSE,1
"2000/06/28",3,28,"faster",9,"High modifier","prices",5,"Hawkish Keyword","Prices",4,TRUE,FALSE,1
"2000/06/28",3,28,"rapid",15,"High modifier","productivity",18,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2000/06/28",3,28,"down",25,"Low modifier","price",27,"Hawkish Keyword","Prices",2,TRUE,FALSE,-1
"2000/06/28",4,32,"high",31,"High modifier","demand",6,"Hawkish Keyword","Growth",25,TRUE,FALSE,1
"2000/08/22",2,27,"expansion",7,"Positive modifier","aggregate_demand",9,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/08/22",2,27,"moderating",11,"Low modifier","aggregate_demand",9,"Hawkish Keyword","Growth",2,TRUE,FALSE,-1
"2000/08/22",3,29,"more",7,"High modifier","productivity",11,"Hawkish Keyword","Growth",4,TRUE,FALSE,1
"2000/08/22",3,29,"rapid",8,"High modifier","productivity",11,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2000/08/22",3,29,"raising",14,"High modifier","productivity",11,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2000/08/22",3,29,"raising",14,"High modifier","growth",17,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2000/08/22",3,29,"down",26,"Low modifier","price",28,"Hawkish Keyword","Prices",2,TRUE,FALSE,-1
"2000/08/22",4,38,"concerned",5,"Negative modifier","risk",8,"Dovish Keyword","Other",3,TRUE,FALSE,1
"2000/08/22",4,38,"high",37,"High modifier","demand",17,"Hawkish Keyword","Growth",20,TRUE,FALSE,1
"2000/10/03",2,28,"expansion",7,"Positive modifier","aggregate_demand",9,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/10/03",2,28,"moderated",11,"Low modifier","aggregate_demand",9,"Hawkish Keyword","Growth",2,TRUE,FALSE,-1
"2000/10/03",3,18,"more",2,"High modifier","productivity",6,"Hawkish Keyword","Growth",4,TRUE,FALSE,1
"2000/10/03",3,18,"rapid",3,"High modifier","productivity",6,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2000/10/03",3,18,"down",15,"Low modifier","price",17,"Hawkish Keyword","Prices",2,TRUE,FALSE,-1
"2000/10/03",5,22,"increase",3,"High modifier","energy_prices",5,"Hawkish Keyword","Prices",2,TRUE,FALSE,1
"2000/10/03",5,22,"raising",21,"High modifier","inflation_expectations",22,"Hawkish Keyword","Prices",1,TRUE,FALSE,1
"2000/10/03",6,20,"subdued",2,"Low modifier","growth",20,"Hawkish Keyword","Growth",18,TRUE,FALSE,-1
"2000/10/03",6,20,"maximum",18,"High modifier","growth",20,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/11/15",2,37,"high",13,"High modifier","energy_prices",19,"Hawkish Keyword","Prices",6,TRUE,FALSE,1
"2000/11/15",2,37,"increase",17,"High modifier","energy_prices",19,"Hawkish Keyword","Prices",2,TRUE,FALSE,1
"2000/11/15",2,37,"raising",36,"High modifier","inflation_expectations",37,"Hawkish Keyword","Prices",1,TRUE,FALSE,1
"2000/11/15",4,39,"softening",2,"Low modifier","demand",7,"Hawkish Keyword","Growth",5,TRUE,FALSE,-1
"2000/11/15",4,39,"tightening",9,"High modifier","demand",7,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/11/15",4,39,"expand",21,"High modifier","financial_markets",12,"Hawkish Keyword","Finance",9,TRUE,FALSE,1
"2000/11/15",4,39,"expand",21,"High modifier","productivity",30,"Hawkish Keyword","Growth",9,TRUE,FALSE,1
"2000/11/15",4,39,"below",28,"Low modifier","productivity",30,"Hawkish Keyword","Growth",2,TRUE,FALSE,-1
"2000/11/15",5,61,"easing",5,"Positive modifier","demand",7,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2000/12/19",2,39,"rising",8,"High modifier","costs",10,"Hawkish Keyword","Prices",2,TRUE,FALSE,1
"2000/12/19",2,39,"eroding",14,"Low modifier","confidence",16,"Hawkish Keyword","Other",2,TRUE,FALSE,-1
"2000/12/19",2,39,"stress",26,"Negative modifier","financial_markets",32,"Hawkish Keyword","Finance",6,TRUE,FALSE,-1
"2000/12/19",2,39,"slowing",38,"Low modifier","economic_growth",35,"Hawkish Keyword","Growth",3,TRUE,FALSE,-1
"2000/12/19",2,39,"further",39,"High modifier","economic_growth",35,"Hawkish Keyword","Growth",4,TRUE,FALSE,1
"2000/12/19",3,27,"diminished",7,"Low modifier","inflation_risks",3,"Hawkish Keyword","Prices",4,TRUE,FALSE,-1
"2000/12/19",3,27,"more",10,"High modifier","economic_activity",14,"Hawkish Keyword","Growth",4,TRUE,FALSE,1
"2000/12/19",3,27,"moderate",11,"Low modifier","economic_activity",14,"Hawkish Keyword","Growth",3,TRUE,FALSE,-1
"2000/12/19",3,27,"increased",27,"High modifier","inflation_expectations",25,"Hawkish Keyword","Prices",2,TRUE,FALSE,1
"2000/12/19",5,41,"weakness",37,"Negative modifier","economic",36,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/01/31",3,25,"eroded",6,"Low modifier","confidence",4,"Hawkish Keyword","Other",2,TRUE,FALSE,-1
"2001/01/31",3,25,"further",7,"High modifier","confidence",4,"Hawkish Keyword","Other",3,TRUE,FALSE,1
"2001/01/31",3,25,"rising",10,"High modifier","costs",12,"Hawkish Keyword","Prices",2,TRUE,FALSE,1
"2001/01/31",4,14,"weakened",13,"Negative modifier","spending",8,"Hawkish Keyword","Growth",5,TRUE,FALSE,-1
"2001/01/31",5,33,"cut",7,"Low modifier","production",4,"Hawkish Keyword","Growth",3,TRUE,FALSE,-1
"2001/01/31",5,33,"accelerated",16,"High modifier","production",20,"Hawkish Keyword","Growth",4,TRUE,FALSE,1
"2001/01/31",6,18,"rapid",13,"High modifier","monetary_policy",18,"Hawkish Keyword","Policy",5,TRUE,FALSE,1
"2001/01/31",7,33,"lower",24,"Low modifier","interest_rates",25,"Hawkish Keyword","Policy",1,TRUE,FALSE,-1
"2001/01/31",8,43,"weakness",39,"Negative modifier","economic",38,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/03/20",3,16,"declines",12,"Low modifier","equity",14,"Hawkish Keyword","Finance",2,TRUE,FALSE,-1
"2001/03/20",4,30,"rapid",9,"High modifier","manufacturing",12,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2001/03/20",5,24,"diminished",10,"Low modifier","growth",16,"Hawkish Keyword","Growth",6,TRUE,FALSE,-1
"2001/03/20",6,27,"weakness",15,"Negative modifier","global_economic",17,"Hawkish Keyword","Global",2,TRUE,FALSE,-1
"2001/03/20",8,42,"weakness",38,"Negative modifier","economic",37,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/05/15",3,17,"flattened",16,"Low modifier","activity",11,"Hawkish Keyword","Growth",5,TRUE,FALSE,-1
"2001/05/15",4,24,"down",21,"Low modifier","capital_spending",22,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/05/15",5,29,"reductions",11,"Low modifier","equity",13,"Hawkish Keyword","Finance",2,TRUE,FALSE,-1
"2001/05/15",5,29,"slower",21,"Low modifier","growth",22,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/05/15",6,14,"easing",8,"Positive modifier","inflation",9,"Hawkish Keyword","Prices",1,TRUE,FALSE,-1
"2001/05/15",7,29,"increase",15,"High modifier","growth",4,"Hawkish Keyword","Growth",11,TRUE,FALSE,1
"2001/05/15",8,42,"weakness",38,"Negative modifier","economic",37,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/06/27",4,13,"declining",1,"Low modifier","capital_spending",5,"Hawkish Keyword","Growth",4,TRUE,FALSE,-1
"2001/06/27",4,13,"weak",6,"Negative modifier","capital_spending",5,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/06/27",4,13,"expansion",7,"Positive modifier","capital_spending",5,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2001/06/27",4,13,"expansion",7,"Positive modifier","consumption",9,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2001/06/27",4,13,"slowing",11,"Low modifier","growth",12,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/06/27",5,16,"easing",3,"Positive modifier","inflation",15,"Hawkish Keyword","Prices",12,TRUE,FALSE,-1
"2001/06/27",6,56,"favorable",3,"Positive modifier","productivity",10,"Hawkish Keyword","Growth",7,TRUE,FALSE,1
"2001/06/27",6,56,"weakness",52,"Negative modifier","economic",51,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/08/21",4,23,"weaken",13,"Negative modifier","growth",15,"Hawkish Keyword","Growth",2,TRUE,FALSE,-1
"2001/08/21",4,23,"slowing",18,"Low modifier","growth",15,"Hawkish Keyword","Growth",3,TRUE,FALSE,-1
"2001/08/21",5,16,"easing",3,"Positive modifier","inflation",15,"Hawkish Keyword","Prices",12,TRUE,FALSE,-1
"2001/08/21",6,54,"favorable",12,"Positive modifier","growth",7,"Hawkish Keyword","Growth",5,TRUE,FALSE,1
"2001/08/21",6,54,"weakness",50,"Negative modifier","economic",49,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/10/02",3,14,"weak",14,"Negative modifier","uncertainty",7,"Dovish Keyword","Other",7,TRUE,FALSE,1
"2001/10/02",4,10,"further",9,"High modifier","household_spending",3,"Hawkish Keyword","Growth",6,TRUE,FALSE,1
"2001/10/02",5,24,"favorable",13,"Positive modifier","growth",8,"Hawkish Keyword","Growth",5,TRUE,FALSE,1
"2001/10/02",6,42,"weakness",38,"Negative modifier","economic",37,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/11/06",3,17,"concerns",4,"Negative modifier","uncertainty",2,"Dovish Keyword","Other",2,TRUE,FALSE,1
"2001/11/06",4,43,"weakness",43,"Negative modifier","economic",42,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/11/06",5,40,"favorable",29,"Positive modifier","growth",24,"Hawkish Keyword","Growth",5,TRUE,FALSE,1
"2001/12/11",3,13,"lower",9,"Low modifier","underlying_inflation",5,"Hawkish Keyword","Prices",4,TRUE,FALSE,-1
"2001/12/11",3,13,"modest",12,"Low modifier","underlying_inflation",5,"Hawkish Keyword","Prices",7,TRUE,FALSE,-1
"2001/12/11",4,17,"weakness",4,"Negative modifier","demand",6,"Hawkish Keyword","Growth",2,TRUE,FALSE,-1
"2001/12/11",5,42,"weakness",38,"Negative modifier","economic",37,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2001/12/11",6,40,"favorable",29,"Positive modifier","growth",24,"Hawkish Keyword","Growth",5,TRUE,FALSE,1
"2002/01/30",2,17,"weakness",3,"Negative modifier","demand",5,"Hawkish Keyword","Growth",2,TRUE,FALSE,-1
"2002/01/30",2,17,"more",16,"High modifier","economic_activity",9,"Hawkish Keyword","Growth",7,TRUE,FALSE,1
"2002/01/30",3,31,"diminish",9,"Low modifier","productivity",17,"Hawkish Keyword","Growth",8,TRUE,FALSE,-1
"2002/01/30",3,31,"favorable",20,"Positive modifier","growth",18,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2002/01/30",3,31,"favorable",20,"Positive modifier","monetary_policy",22,"Hawkish Keyword","Policy",2,TRUE,FALSE,-1
"2002/01/30",3,31,"accommodative",23,"Low modifier","monetary_policy",22,"Hawkish Keyword","Policy",1,TRUE,FALSE,-1
"2002/01/30",3,31,"more",30,"High modifier","economic_recovery",27,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2002/01/30",4,14,"uncertain",14,"Negative modifier","household_spending",10,"Hawkish Keyword","Growth",4,TRUE,FALSE,-1
"2002/01/30",5,43,"weakness",39,"Negative modifier","economic",38,"Hawkish Keyword","Growth",1,TRUE,FALSE,-1
"2002/03/19",2,31,"expanding",27,"High modifier","investment",25,"Hawkish Keyword","Growth",2,TRUE,FALSE,1
"2002/03/19",3,22,"strengthening",6,"High modifier","demand",9,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2002/03/19",3,22,"expansion",19,"Positive modifier","economic",18,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"2002/03/19",3,22,"uncertain",22,"Negative modifier","economic",18,"Hawkish Keyword","Growth",4,TRUE,FALSE,-1
"2002/03/19",4,51,"accommodative",11,"Low modifier","monetary_policy",8,"Hawkish Keyword","Policy",3,TRUE,FALSE,-1
"2002/05/07",2,29,"upward",21,"High modifier","economic_activity",16,"Hawkish Keyword","Growth",5,TRUE,FALSE,1
"2002/05/07",3,22,"strengthening",6,"High modifier","demand",9,"Hawkish Keyword","Growth",3,TRUE,FALSE,1
"2002/05/07",3,22,"expansion",19,"Positive modifier","economic",18,"Hawkish Keyword","Growth",1,TRUE,FALSE,1
"2002/05/07",3,22,"uncertain",22,"Negative modifier","economic",18,"Hawkish Keyword","Growth",4,TRUE,FALSE,-1
