"Date","sentence_id","word_count","word_modifier","order_modifier","category_modifier","topic_modifier","word_keyword","order_keyword","category_keyword","topic_keyword","distance","has_keyword","is_neutral","negator_in_front","score"
"2000-04-27",2,24,"raised",11,"High modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2000-04-27",3,18,"raised",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2000-04-27",4,16,"raised",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2000-04-27",5,29,"upside_risks",17,"High modifier","","price",19,"Hawkish Keyword","Prices",2,TRUE,FALSE,FALSE,1
"2000-04-27",6,22,"best",7,"Positive modifier","","monetary_policy",4,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2000-04-27",6,22,"strong",18,"High modifier","","economic_growth",22,"Hawkish Keyword","Growth",4,TRUE,FALSE,FALSE,1
"2000-04-27",6,22,"inflationary",21,"High modifier","","economic_growth",22,"Hawkish Keyword","Growth",1,TRUE,FALSE,FALSE,1
"2000-04-27",8,42,"concern",7,"Negative modifier","","price",11,"Hawkish Keyword","Prices",4,TRUE,FALSE,FALSE,1
"2000-04-27",8,42,"upside_risks",9,"High modifier","","price",11,"Hawkish Keyword","Prices",2,TRUE,FALSE,FALSE,1
"2000-04-27",8,42,"strong",18,"High modifier","","economic",19,"Hawkish Keyword","Growth",1,TRUE,FALSE,FALSE,1
"2000-04-27",8,42,"expansion",20,"Positive modifier","","economic",19,"Hawkish Keyword","Growth",1,TRUE,FALSE,FALSE,1
"2000-04-27",8,42,"strong",23,"High modifier","","growth",24,"Hawkish Keyword","Growth",1,TRUE,FALSE,FALSE,1
"2000-04-27",9,31,"decline",17,"Low modifier","","euro",20,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,-1
"2000-04-27",10,20,"strong",15,"High modifier","","economic",16,"Hawkish Keyword","Growth",1,TRUE,FALSE,FALSE,1
"2000-06-08",2,35,"raised",11,"High modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2000-06-08",3,18,"raised",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2000-06-08",4,16,"raised",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2000-06-08",8,22,"further",15,"High modifier","","monetary_policy_stance",19,"Hawkish Keyword","Policy",4,TRUE,FALSE,FALSE,1
"2000-06-08",10,27,"minimum",9,"Low modifier","","monetary_policy_stance",7,"Hawkish Keyword","Policy",2,TRUE,FALSE,FALSE,-1
"2000-06-08",14,29,"minimum",10,"Low modifier","","interest_rate",15,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-06-21",2,29,"minimum",26,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",19,TRUE,FALSE,FALSE,-1
"2000-07-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-07-20",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-08-03",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-08-31",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-08-31",2,26,"raised",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2000-08-31",3,18,"raised",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2000-08-31",4,16,"raised",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2000-08-31",5,18,"favourable",18,"Positive modifier","","euro_area",15,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2000-08-31",6,16,"benign",6,"Positive modifier","","price",8,"Hawkish Keyword","Prices",2,TRUE,FALSE,FALSE,-1
"2000-08-31",7,32,"upward",27,"High modifier","","prices",30,"Hawkish Keyword","Prices",3,TRUE,FALSE,FALSE,1
"2000-08-31",8,13,"favourable",6,"Positive modifier","","policy_decisions",3,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2000-08-31",8,13,"high",9,"High modifier","","economic_growth",10,"Hawkish Keyword","Growth",1,TRUE,FALSE,FALSE,1
"2000-08-31",9,46,"upside",41,"High modifier","","growth",34,"Hawkish Keyword","Growth",7,TRUE,FALSE,FALSE,1
"2000-08-31",10,29,"expansion",6,"Positive modifier","","credit",8,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,1
"2000-08-31",10,29,"favourable",29,"Positive modifier","","euro_area",25,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2000-08-31",11,21,"expansion",7,"Positive modifier","","economic_activity",9,"Hawkish Keyword","Growth",2,TRUE,FALSE,FALSE,1
"2000-08-31",13,28,"depreciation",3,"Positive modifier","","exchange_rate",6,"Hawkish Keyword","Finance",3,TRUE,FALSE,FALSE,1
"2000-08-31",13,28,"rise",13,"High modifier","","oil_prices",15,"Hawkish Keyword","Prices",2,TRUE,FALSE,FALSE,1
"2000-08-31",13,28,"upward",19,"High modifier","","import",22,"Dovish Keyword","Global",3,TRUE,FALSE,FALSE,-1
"2000-08-31",14,25,"strong",17,"High modifier","","growth",18,"Hawkish Keyword","Growth",1,TRUE,FALSE,FALSE,1
"2000-08-31",14,25,"positive",25,"Positive modifier","","growth",18,"Hawkish Keyword","Growth",7,TRUE,FALSE,FALSE,1
"2000-08-31",16,56,"stresses",6,"Negative modifier","","growth",25,"Hawkish Keyword","Growth",19,TRUE,FALSE,FALSE,-1
"2000-08-31",16,56,"down",20,"Low modifier","","growth",25,"Hawkish Keyword","Growth",5,TRUE,FALSE,FALSE,-1
"2000-08-31",16,56,"increase",49,"High modifier","","growth",52,"Hawkish Keyword","Growth",3,TRUE,FALSE,FALSE,1
"2000-09-14",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-10-05",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-10-05",2,26,"raised",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2000-10-05",3,18,"raised",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2000-10-05",4,16,"raised",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2000-10-19",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-11-02",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-11-16",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-11-30",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2000-12-14",2,24,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-01-04",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-01-18",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-02-01",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-02-15",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-03-01",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-03-15",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-03-29",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-04-11",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-04-26",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-05-10",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-05-10",2,26,"reduced",13,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2001-05-10",3,18,"reduced",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2001-05-10",4,16,"reduced",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2001-05-23",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-06-07",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-06-21",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-07-05",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-07-19",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-08-02",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-08-30",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-08-30",2,26,"reduced",13,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2001-08-30",3,18,"reduced",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2001-08-30",4,16,"reduced",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2001-09-13",4,33,"minimum",11,"Low modifier","","main_refinancing_operations",16,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-09-13",5,14,"further",7,"High modifier","","world_economy",14,"Hawkish Keyword","Global",7,TRUE,FALSE,FALSE,1
"2001-09-17",1,16,"increased",16,"High modifier","","world_economy",14,"Hawkish Keyword","Global",2,TRUE,FALSE,FALSE,1
"2001-09-17",4,17,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-09-17",4,17,"reduced",13,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2001-09-17",8,18,"reduced",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2001-09-17",9,16,"reduced",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2001-09-17",10,30,"reducing",24,"Low modifier","","euro_area",23,"Hawkish Keyword","Finance",1,TRUE,FALSE,FALSE,-1
"2001-09-17",11,21,"further",6,"High modifier","","inflationary_risks",8,"Hawkish Keyword","Prices",2,TRUE,FALSE,FALSE,1
"2001-09-17",11,21,"reduce",7,"Low modifier","","inflationary_risks",8,"Hawkish Keyword","Prices",1,TRUE,FALSE,FALSE,-1
"2001-09-17",11,21,"lowering",13,"Low modifier","","euro_area",11,"Hawkish Keyword","Finance",2,TRUE,FALSE,FALSE,-1
"2001-09-17",13,24,"slowdown",18,"Low modifier","","economic_growth",20,"Hawkish Keyword","Growth",2,TRUE,FALSE,FALSE,-1
"2001-09-27",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-10-11",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-10-25",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-11-08",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2001-11-08",2,26,"reduced",13,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,-1
"2001-11-08",3,18,"reduced",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2001-11-08",4,16,"reduced",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2001-12-06",2,24,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-01-03",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-02-07",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-03-07",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-04-04",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-05-02",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-06-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-07-04",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-08-01",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-09-12",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-10-10",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-11-07",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-12-05",2,23,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2002-12-05",2,23,"reduced",10,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2002-12-05",3,18,"reduced",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2002-12-05",4,16,"reduced",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2003-01-09",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-02-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-03-06",2,23,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-03-06",2,23,"reduced",10,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2003-03-06",3,18,"reduced",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2003-03-06",4,16,"reduced",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2003-04-03",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-05-08",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-06-05",2,23,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-06-05",2,23,"reduced",10,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2003-06-05",3,18,"reduced",10,"Low modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,-1
"2003-06-05",4,16,"reduced",8,"Low modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,-1
"2003-07-10",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-07-31",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-09-04",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-10-02",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-11-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2003-12-04",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-01-08",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-02-05",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-03-04",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-04-01",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-05-06",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-06-03",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-07-01",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-08-05",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-09-02",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-10-07",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-11-04",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2004-12-02",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-01-13",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-02-03",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-03-03",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-04-07",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-05-04",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-06-02",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-07-07",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-08-04",1,45,"minimum",23,"Low modifier","","main_refinancing_operations",28,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-09-01",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-10-06",1,41,"minimum",19,"Low modifier","","main_refinancing_operations",24,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-11-03",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-12-01",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2005-12-01",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2005-12-01",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2005-12-01",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2006-01-12",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-02-02",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-03-02",2,26,"minimum",2,"Low modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-03-02",2,26,"increased",13,"High modifier","","main_refinancing_operations",7,"Hawkish Keyword","Policy",6,TRUE,FALSE,FALSE,1
"2006-03-02",3,18,"increased",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",4,TRUE,FALSE,FALSE,1
"2006-03-02",4,16,"increased",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",3,TRUE,FALSE,FALSE,1
"2006-04-06",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
"2006-05-04",1,36,"minimum",14,"Low modifier","","main_refinancing_operations",19,"Hawkish Keyword","Policy",5,TRUE,FALSE,FALSE,-1
