"Date","sentence_id","word_count","word_modifier","order_modifier","category_modifier","topic_modifier","word_keyword","order_keyword","category_keyword","topic_keyword","word_negator","order_negator","category_negator","topic_negator","distance","distance_negator","has_keyword","negator_in_front","score"
"1999-06-17",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-06-17",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-06-17",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-07-01",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-07-01",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-07-01",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-07-01",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-07-15",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-07-15",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-07-15",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-07-15",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-07-29",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-07-29",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-07-29",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-07-29",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-08-26",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-08-26",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-08-26",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-08-26",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-09-09",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-09-09",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-09-09",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-09-09",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-09-23",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-09-23",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-09-23",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-09-23",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-10-07",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-10-07",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-10-07",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-10-07",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-10-21",2,17,"remain_unchanged",14,"Neutral Phrase","","interest_rates",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-10-21",2,17,"remain_unchanged",14,"Neutral Phrase","","main_refinancing_operations",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-10-21",2,17,"remain_unchanged",14,"Neutral Phrase","","lending",8,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-10-21",2,17,"remain_unchanged",14,"Neutral Phrase","","deposit_facility",12,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-10-21",4,20,"higher",4,"High modifier","",NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,FALSE,FALSE,1
"1999-11-04",2,25,"raised",11,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"1999-11-04",2,25,"raised",11,"High modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"1999-11-04",3,18,"raised",10,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,8,NA,TRUE,FALSE,1
"1999-11-04",3,18,"raised",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",NA,NA,NA,NA,4,NA,TRUE,FALSE,1
"1999-11-04",4,16,"raised",8,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"1999-11-04",4,16,"raised",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,3,NA,TRUE,FALSE,1
"1999-11-18",1,38,"remain_unchanged",35,"Neutral Phrase","","interest_rates",23,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-11-18",1,38,"remain_unchanged",35,"Neutral Phrase","","main_refinancing_operations",26,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-11-18",1,38,"remain_unchanged",35,"Neutral Phrase","","lending",29,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-11-18",1,38,"remain_unchanged",35,"Neutral Phrase","","deposit_facility",33,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-12-02",2,17,"remain_unchanged",14,"Neutral Phrase","","interest_rates",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-12-02",2,17,"remain_unchanged",14,"Neutral Phrase","","main_refinancing_operations",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-12-02",2,17,"remain_unchanged",14,"Neutral Phrase","","lending",8,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-12-02",2,17,"remain_unchanged",14,"Neutral Phrase","","deposit_facility",12,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"1999-12-15",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"1999-12-15",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"1999-12-15",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"1999-12-15",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"2000-01-05",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"2000-01-05",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"2000-01-05",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"2000-01-05",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"2000-01-20",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"2000-01-20",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"2000-01-20",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"2000-01-20",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"2000-02-03",2,24,"raised",11,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"2000-02-03",2,24,"raised",11,"High modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"2000-02-03",3,18,"raised",10,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,8,NA,TRUE,FALSE,1
"2000-02-03",3,18,"raised",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",NA,NA,NA,NA,4,NA,TRUE,FALSE,1
"2000-02-03",4,16,"raised",8,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"2000-02-03",4,16,"raised",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,3,NA,TRUE,FALSE,1
"2000-02-17",1,38,"remain_unchanged",35,"Neutral Phrase","","interest_rates",23,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"2000-02-17",1,38,"remain_unchanged",35,"Neutral Phrase","","main_refinancing_operations",26,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"2000-02-17",1,38,"remain_unchanged",35,"Neutral Phrase","","lending",29,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"2000-02-17",1,38,"remain_unchanged",35,"Neutral Phrase","","deposit_facility",33,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"2000-03-02",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"2000-03-02",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"2000-03-02",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"2000-03-02",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"2000-03-16",3,24,"raised",11,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"2000-03-16",3,24,"raised",11,"High modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"2000-03-16",4,18,"raised",10,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,8,NA,TRUE,FALSE,1
"2000-03-16",4,18,"raised",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",NA,NA,NA,NA,4,NA,TRUE,FALSE,1
"2000-03-16",5,16,"raised",8,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"2000-03-16",5,16,"raised",8,"High modifier","","deposit_facility",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,3,NA,TRUE,FALSE,1
"2000-03-16",7,23,"better",13,"Positive modifier","","economic_conditions",4,"Hawkish Keyword","Growth",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"2000-03-16",7,23,"better",13,"Positive modifier","","euro_area",9,"Hawkish Keyword","Finance",NA,NA,NA,NA,4,NA,TRUE,FALSE,1
"2000-03-16",8,15,"upside_risks",5,"High modifier","","price",7,"Hawkish Keyword","Prices",NA,NA,NA,NA,2,NA,TRUE,FALSE,1
"2000-03-16",9,16,"upside_risks",6,"High modifier","","euro_area",16,"Hawkish Keyword","Finance",NA,NA,NA,NA,10,NA,TRUE,FALSE,1
"2000-03-16",9,16,"favourable",12,"Positive modifier","","euro_area",16,"Hawkish Keyword","Finance",NA,NA,NA,NA,4,NA,TRUE,FALSE,1
"2000-03-16",10,51,"strong",43,"High modifier","","monetary_policy",9,"Hawkish Keyword","Policy",NA,NA,NA,NA,34,NA,TRUE,FALSE,1
"2000-03-16",10,51,"strong",43,"High modifier","","growth",19,"Hawkish Keyword","Growth",NA,NA,NA,NA,24,NA,TRUE,FALSE,1
"2000-03-16",10,51,"strong",43,"High modifier","","liquidity",31,"Hawkish Keyword","Finance",NA,NA,NA,NA,12,NA,TRUE,FALSE,1
"2000-03-16",10,51,"strong",43,"High modifier","","euro_area",34,"Hawkish Keyword","Finance",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"2000-03-16",10,51,"strong",43,"High modifier","","growth",44,"Hawkish Keyword","Growth",NA,NA,NA,NA,1,NA,TRUE,FALSE,1
"2000-03-16",10,51,"strong",43,"High modifier","","credit",46,"Hawkish Keyword","Finance",NA,NA,NA,NA,3,NA,TRUE,FALSE,1
"2000-03-16",11,19,"increasing",11,"High modifier","","consumer_price",15,"Hawkish Keyword","Prices",NA,NA,NA,NA,4,NA,TRUE,FALSE,1
"2000-03-16",11,19,"upward",12,"High modifier","","consumer_price",15,"Hawkish Keyword","Prices",NA,NA,NA,NA,3,NA,TRUE,FALSE,1
"2000-03-16",12,27,"strong",2,"High modifier","","oil_prices",5,"Hawkish Keyword","Prices",NA,NA,NA,NA,3,NA,TRUE,FALSE,1
"2000-03-16",12,27,"strong",2,"High modifier","","exchange_rate",12,"Hawkish Keyword","Finance",NA,NA,NA,NA,10,NA,TRUE,FALSE,1
"2000-03-16",12,27,"strong",2,"High modifier","","euro",15,"Hawkish Keyword","Finance",NA,NA,NA,NA,13,NA,TRUE,FALSE,1
"2000-03-16",12,27,"strong",2,"High modifier","","import",24,"Dovish Keyword","Global",NA,NA,NA,NA,22,NA,TRUE,FALSE,-1
"2000-03-16",12,27,"strong",2,"High modifier","","costs",25,"Hawkish Keyword","Prices",NA,NA,NA,NA,23,NA,TRUE,FALSE,1
"2000-03-16",12,27,"strong",2,"High modifier","","producer_prices",27,"Hawkish Keyword","Prices",NA,NA,NA,NA,25,NA,TRUE,FALSE,1
"2000-03-16",12,27,"rise",3,"High modifier","","oil_prices",5,"Hawkish Keyword","Prices",NA,NA,NA,NA,2,NA,TRUE,FALSE,1
"2000-03-16",12,27,"rise",3,"High modifier","","exchange_rate",12,"Hawkish Keyword","Finance",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"2000-03-16",12,27,"rise",3,"High modifier","","euro",15,"Hawkish Keyword","Finance",NA,NA,NA,NA,12,NA,TRUE,FALSE,1
"2000-03-16",12,27,"rise",3,"High modifier","","import",24,"Dovish Keyword","Global",NA,NA,NA,NA,21,NA,TRUE,FALSE,-1
"2000-03-16",12,27,"rise",3,"High modifier","","costs",25,"Hawkish Keyword","Prices",NA,NA,NA,NA,22,NA,TRUE,FALSE,1
"2000-03-16",12,27,"rise",3,"High modifier","","producer_prices",27,"Hawkish Keyword","Prices",NA,NA,NA,NA,24,NA,TRUE,FALSE,1
"2000-03-16",12,27,"downward",8,"Low modifier","","oil_prices",5,"Hawkish Keyword","Prices",NA,NA,NA,NA,3,NA,TRUE,FALSE,-1
"2000-03-16",12,27,"downward",8,"Low modifier","","exchange_rate",12,"Hawkish Keyword","Finance",NA,NA,NA,NA,4,NA,TRUE,FALSE,-1
"2000-03-16",12,27,"downward",8,"Low modifier","","euro",15,"Hawkish Keyword","Finance",NA,NA,NA,NA,7,NA,TRUE,FALSE,-1
"2000-03-16",12,27,"downward",8,"Low modifier","","import",24,"Dovish Keyword","Global",NA,NA,NA,NA,16,NA,TRUE,FALSE,1
"2000-03-16",12,27,"downward",8,"Low modifier","","costs",25,"Hawkish Keyword","Prices",NA,NA,NA,NA,17,NA,TRUE,FALSE,-1
"2000-03-16",12,27,"downward",8,"Low modifier","","producer_prices",27,"Hawkish Keyword","Prices",NA,NA,NA,NA,19,NA,TRUE,FALSE,-1
"2000-03-16",12,27,"upward",21,"High modifier","","oil_prices",5,"Hawkish Keyword","Prices",NA,NA,NA,NA,16,NA,TRUE,FALSE,1
"2000-03-16",12,27,"upward",21,"High modifier","","exchange_rate",12,"Hawkish Keyword","Finance",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"2000-03-16",12,27,"upward",21,"High modifier","","euro",15,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"2000-03-16",12,27,"upward",21,"High modifier","","import",24,"Dovish Keyword","Global",NA,NA,NA,NA,3,NA,TRUE,FALSE,-1
"2000-03-16",12,27,"upward",21,"High modifier","","costs",25,"Hawkish Keyword","Prices",NA,NA,NA,NA,4,NA,TRUE,FALSE,1
"2000-03-16",12,27,"upward",21,"High modifier","","producer_prices",27,"Hawkish Keyword","Prices",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"2000-03-16",13,25,"strong",6,"High modifier","","risk",12,"Dovish Keyword","Other",NA,NA,NA,NA,6,NA,TRUE,FALSE,-1
"2000-03-16",13,25,"strong",6,"High modifier","","consumer_price",25,"Hawkish Keyword","Prices",NA,NA,NA,NA,19,NA,TRUE,FALSE,1
"2000-03-16",13,25,"upswing",8,"High modifier","","risk",12,"Dovish Keyword","Other",NA,NA,NA,NA,4,NA,TRUE,FALSE,-1
"2000-03-16",13,25,"upswing",8,"High modifier","","consumer_price",25,"Hawkish Keyword","Prices",NA,NA,NA,NA,17,NA,TRUE,FALSE,1
"2000-03-16",14,34,"increase",3,"High modifier","","interest_rates",6,"Hawkish Keyword","Policy",NA,NA,NA,NA,3,NA,TRUE,FALSE,1
"2000-03-16",14,34,"increase",3,"High modifier","","interest_rate",9,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"2000-03-16",14,34,"increase",3,"High modifier","","price",26,"Hawkish Keyword","Prices",NA,NA,NA,NA,23,NA,TRUE,FALSE,1
"2000-03-16",14,34,"upside_risks",24,"High modifier","","interest_rates",6,"Hawkish Keyword","Policy",NA,NA,NA,NA,18,NA,TRUE,FALSE,1
"2000-03-16",14,34,"upside_risks",24,"High modifier","","interest_rate",9,"Hawkish Keyword","Policy",NA,NA,NA,NA,15,NA,TRUE,FALSE,1
"2000-03-16",14,34,"upside_risks",24,"High modifier","","price",26,"Hawkish Keyword","Prices",NA,NA,NA,NA,2,NA,TRUE,FALSE,1
"2000-03-16",15,17,"inflationary",5,"High modifier","","economic_growth",14,"Hawkish Keyword","Growth",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"2000-03-16",15,17,"inflationary",5,"High modifier","","euro_area",17,"Hawkish Keyword","Finance",NA,NA,NA,NA,12,NA,TRUE,FALSE,1
"2000-03-30",1,34,"remain_unchanged",31,"Neutral Phrase","","interest_rates",19,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"2000-03-30",1,34,"remain_unchanged",31,"Neutral Phrase","","main_refinancing_operations",22,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"2000-03-30",1,34,"remain_unchanged",31,"Neutral Phrase","","lending",25,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"2000-03-30",1,34,"remain_unchanged",31,"Neutral Phrase","","deposit_facility",29,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"2000-04-13",1,29,"remain_unchanged",26,"Neutral Phrase","","interest_rates",14,"Hawkish Keyword","Policy",NA,NA,NA,NA,12,NA,TRUE,FALSE,0
"2000-04-13",1,29,"remain_unchanged",26,"Neutral Phrase","","main_refinancing_operations",17,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,0
"2000-04-13",1,29,"remain_unchanged",26,"Neutral Phrase","","lending",20,"Hawkish Keyword","Finance",NA,NA,NA,NA,6,NA,TRUE,FALSE,0
"2000-04-13",1,29,"remain_unchanged",26,"Neutral Phrase","","deposit_facility",24,"Hawkish Keyword","Policy",NA,NA,NA,NA,2,NA,TRUE,FALSE,0
"2000-04-27",2,24,"raised",11,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,9,NA,TRUE,FALSE,1
"2000-04-27",2,24,"raised",11,"High modifier","","main_refinancing_operations",5,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
"2000-04-27",3,18,"raised",10,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,8,NA,TRUE,FALSE,1
"2000-04-27",3,18,"raised",10,"High modifier","","lending",6,"Hawkish Keyword","Finance",NA,NA,NA,NA,4,NA,TRUE,FALSE,1
"2000-04-27",4,16,"raised",8,"High modifier","","interest_rate",2,"Hawkish Keyword","Policy",NA,NA,NA,NA,6,NA,TRUE,FALSE,1
